date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:26:50	25455/25455	---M-Z	200	added ('OK')	text/html	etag:%22636f-65fc8a3b-204a41e7d2b0014b;gz%22	https://validthemes.net/site-template/vifolio/index-1.html	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/index-1.html	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:26:50	29208/29208	---M-Z	200	added ('OK')	text/html	etag:%227218-65fc8a3b-14789cbc64d9c4c3;gz%22	https://validthemes.net/site-template/vifolio/index-2.html	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/index-2.html	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:26:50	29487/29487	---M-Z	200	added ('OK')	text/html	etag:%22732f-65fc8a3b-e8f3f546b4d7790b;gz%22	https://validthemes.net/site-template/vifolio/index-3.html	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/index-3.html	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:26:50	29191/29191	---M-Z	200	added ('OK')	text/html	etag:%227207-65fc8a3b-386c9255b96c6006;gz%22	https://validthemes.net/site-template/vifolio/index-4.html	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/index-4.html	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:26:51	26306/26306	---M-Z	200	added ('OK')	text/html	etag:%2266c2-65fc8a3b-6b1bacc482f6c040;gz%22	https://validthemes.net/site-template/vifolio/index-5.html	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/index-5.html	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:26:51	24142/24142	---M-Z	200	added ('OK')	text/html	etag:%225e4e-65fc8a3b-812b4da299088e63;gz%22	https://validthemes.net/site-template/vifolio/index-6.html	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/index-6.html	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:26:52	24099/24099	---M-Z	200	added ('OK')	text/html	etag:%225e23-65fc8a3b-31e540992aa66a2e;gz%22	https://validthemes.net/site-template/vifolio/index-7.html	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/index-7.html	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:26:52	18554/18554	---M-Z	200	added ('OK')	text/html	etag:%22487a-65fc8a3b-9e917d24edf09b7b;gz%22	https://validthemes.net/site-template/vifolio/index-8.html	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/index-8.html	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:26:52	19610/19610	---M-Z	200	added ('OK')	text/html	etag:%224c9a-65fc8a3b-6ca3669cc119a341;gz%22	https://validthemes.net/site-template/vifolio/portfolio-grid-2-colum.html	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/portfolio-grid-2-colum.html	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:26:53	19653/19653	---M-Z	200	added ('OK')	text/html	etag:%224cc5-65fc8a3b-7bdd41b3f5949a28;gz%22	https://validthemes.net/site-template/vifolio/portfolio-grid-2-colum-full-width.html	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/portfolio-grid-2-colum-full-width.html	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:26:53	18586/18586	---M-Z	200	added ('OK')	text/html	etag:%22489a-65fc8a3b-f421efb3cc784216;gz%22	https://validthemes.net/site-template/vifolio/portfolio-grid-3-colum.html	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/portfolio-grid-3-colum.html	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:26:53	18718/18718	---M-Z	200	added ('OK')	text/html	etag:%22491e-65fc8a3b-7a72aec3723c7111;gz%22	https://validthemes.net/site-template/vifolio/portfolio-grid-3-colum-full-width.html	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/portfolio-grid-3-colum-full-width.html	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:26:54	20854/20854	---M-Z	200	added ('OK')	text/html	etag:%225176-65fc8a3b-27381921502a4419;gz%22	https://validthemes.net/site-template/vifolio/portfolio-masonary-2-colum.html	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/portfolio-masonary-2-colum.html	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:26:54	18698/18698	---M-Z	200	added ('OK')	text/html	etag:%22490a-65fc8a3b-c3b52e079675c9ab;gz%22	https://validthemes.net/site-template/vifolio/portfolio-masonary-3-colum.html	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/portfolio-masonary-3-colum.html	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:26:54	20213/20213	---M-Z	200	added ('OK')	text/html	etag:%224ef5-65fc8a3b-e6e0d24525ff2eee;gz%22	https://validthemes.net/site-template/vifolio/portfolio-masonary-4-colum.html	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/portfolio-masonary-4-colum.html	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:26:55	21465/21465	---M-Z	200	added ('OK')	text/html	etag:%2253d9-65fc8a3b-f3d2b4b27a28047e;gz%22	https://validthemes.net/site-template/vifolio/portfolio-masonary-4-colum-full-width.html	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/portfolio-masonary-4-colum-full-width.html	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:26:55	18684/18684	---M-Z	200	added ('OK')	text/html	etag:%2248fc-65fc8a3b-665a8106c3eac0fe;gz%22	https://validthemes.net/site-template/vifolio/portfolio-mixed-colum.html	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/portfolio-mixed-colum.html	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:26:55	19605/19605	---M-Z	200	added ('OK')	text/html	etag:%224c95-65fc8a3b-c496e83b27050a26;gz%22	https://validthemes.net/site-template/vifolio/portfolio-mixed-colum-2.html	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/portfolio-mixed-colum-2.html	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:26:55	21091/21091	---M-Z	200	added ('OK')	text/html	etag:%225263-65fc8a3b-d7e48c017a68a666;gz%22	https://validthemes.net/site-template/vifolio/portfolio-details.html	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/portfolio-details.html	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:26:56	29268/29268	---M-Z	200	added ('OK')	text/html	etag:%227254-65fc8a3a-23a378cb902e152;gz%22	https://validthemes.net/site-template/vifolio/about-us.html	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/about-us.html	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:26:56	27068/27068	---M-Z	200	added ('OK')	text/html	etag:%2269bc-65fc8a3a-eb547a6ac8e09e23;gz%22	https://validthemes.net/site-template/vifolio/about-me.html	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/about-me.html	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:26:56	19933/19933	---M-Z	200	added ('OK')	text/html	etag:%224ddd-65fc8a3b-e3c6344bd6706121;gz%22	https://validthemes.net/site-template/vifolio/blog.html	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/blog.html	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:26:57	22068/22068	---M-Z	200	added ('OK')	text/html	etag:%225634-65fc8a3b-bb02d6719bac74d8;gz%22	https://validthemes.net/site-template/vifolio/single.html	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/single.html	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:26:57	15850/15850	---M-Z	200	added ('OK')	text/html	etag:%223dea-65fc8a3b-5f74a9c04a34b623;gz%22	https://validthemes.net/site-template/vifolio/services.html	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/services.html	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:26:57	15398/15398	---M-Z	200	added ('OK')	text/html	etag:%223c26-65fc8a3b-1922dc8e9eb63230;gz%22	https://validthemes.net/site-template/vifolio/services-2.html	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/services-2.html	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:26:58	13524/13524	---M-Z	200	added ('OK')	text/html	etag:%2234d4-65fc8a3a-5a037c8bbf3a435e;gz%22	https://validthemes.net/site-template/vifolio/404.html	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/404.html	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:26:58	17313/17313	---M-Z	200	added ('OK')	text/html	etag:%2243a1-65fc8a3b-63695b6cd8664752;gz%22	https://validthemes.net/site-template/vifolio/contact.html	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/contact.html	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:26:59	77792/77792	---M--	200	added ('OK')	image/jpeg	etag:%2212fe0-65fc8a3a-1d3d50f394c58761;;;%22	https://validthemes.net/site-template/vifolio/assets/img/banner/3.jpg	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/assets/img/banner/3.jpg	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:26:59	43324/43324	---M--	200	added ('OK')	image/jpeg	etag:%22a93c-65fc8a3b-6544bcd5a96097b8;;;%22	https://validthemes.net/site-template/vifolio/assets/img/portfolio/14.jpg	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/assets/img/portfolio/14.jpg	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:26:59	32781/32781	---M--	200	added ('OK')	image/jpeg	etag:%22800d-65fc8a3b-acaf212871b7925a;;;%22	https://validthemes.net/site-template/vifolio/assets/img/portfolio/15.jpg	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/assets/img/portfolio/15.jpg	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:27:00	68914/68914	---M--	200	added ('OK')	image/jpeg	etag:%2210d32-65fc8a3b-38ecaeb6f7f4193c;;;%22	https://validthemes.net/site-template/vifolio/assets/img/portfolio/16.jpg	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/assets/img/portfolio/16.jpg	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:27:00	37064/37064	---M--	200	added ('OK')	image/jpeg	etag:%2290c8-65fc8a3b-13bb69dea9cc331e;;;%22	https://validthemes.net/site-template/vifolio/assets/img/portfolio/2.jpg	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/assets/img/portfolio/2.jpg	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:27:00	126761/126761	---M--	200	added ('OK')	image/jpeg	etag:%221ef29-65fc8a3b-723c6a9d2e0bd846;;;%22	https://validthemes.net/site-template/vifolio/assets/img/portfolio/3.jpg	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/assets/img/portfolio/3.jpg	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:27:00	64448/64448	---M--	200	added ('OK')	image/jpeg	etag:%22fbc0-65fc8a3b-ed6f6dd87f917892;;;%22	https://validthemes.net/site-template/vifolio/assets/img/portfolio/4.jpg	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/assets/img/portfolio/4.jpg	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:27:01	97163/97163	---M-Z	200	added ('OK')	application/x-javascript	etag:%2217b8b-65fc8a3b-78232ff0a473f3fe;gz%22	https://validthemes.net/site-template/vifolio/assets/js/jquery-1.12.4.min.js	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/assets/js/jquery-1.12.4.min.js	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:27:01	37045/37045	---M-Z	200	added ('OK')	application/x-javascript	etag:%2290b5-65fc8a3b-c1d23334fd67da3c;gz%22	https://validthemes.net/site-template/vifolio/assets/js/bootstrap.min.js	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/assets/js/bootstrap.min.js	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:27:01	1327/1327	---M-Z	200	added ('OK')	application/x-javascript	etag:%2252f-65fc8a3b-e96bc75a0bbd7d19;gz%22	https://validthemes.net/site-template/vifolio/assets/js/equal-height.min.js	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/assets/js/equal-height.min.js	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:27:02	4474/4474	---M-Z	200	added ('OK')	application/x-javascript	etag:%22117a-65fc8a3b-49baf3b379aa44c0;gz%22	https://validthemes.net/site-template/vifolio/assets/js/jquery.appear.js	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/assets/js/jquery.appear.js	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:27:02	5599/5599	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215df-65fc8a3b-141c49a051d61c12;gz%22	https://validthemes.net/site-template/vifolio/assets/js/jquery.easing.min.js	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/assets/js/jquery.easing.min.js	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:27:02	20216/20216	---M-Z	200	added ('OK')	application/x-javascript	etag:%224ef8-65fc8a3b-5000d74089a0f5a0;gz%22	https://validthemes.net/site-template/vifolio/assets/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/assets/js/jquery.magnific-popup.min.js	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:27:03	15253/15253	---M-Z	200	added ('OK')	application/x-javascript	etag:%223b95-65fc8a3b-772ad5efb2d80a97;gz%22	https://validthemes.net/site-template/vifolio/assets/js/modernizr.custom.13711.js	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/assets/js/modernizr.custom.13711.js	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:27:03	42767/42767	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a70f-65fc8a3b-c4c0ed8890c6f7e;gz%22	https://validthemes.net/site-template/vifolio/assets/js/owl.carousel.min.js	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/assets/js/owl.carousel.min.js	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:27:03	8415/8415	---M-Z	200	added ('OK')	application/x-javascript	etag:%2220df-65fc8a3b-c5361b6e532bc2c3;gz%22	https://validthemes.net/site-template/vifolio/assets/js/wow.min.js	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/assets/js/wow.min.js	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:27:04	35313/35313	---M-Z	200	added ('OK')	application/x-javascript	etag:%2289f1-65fc8a3b-885efe95c31f6b16;gz%22	https://validthemes.net/site-template/vifolio/assets/js/isotope.pkgd.min.js	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/assets/js/isotope.pkgd.min.js	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:27:04	5441/5441	---M-Z	200	added ('OK')	application/x-javascript	etag:%221541-65fc8a3b-198bfa2a1f72c654;gz%22	https://validthemes.net/site-template/vifolio/assets/js/imagesloaded.pkgd.min.js	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/assets/js/imagesloaded.pkgd.min.js	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:27:04	2621/2621	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a3d-65fc8a3b-21760ea507575e93;gz%22	https://validthemes.net/site-template/vifolio/assets/js/count-to.js	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/assets/js/count-to.js	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:27:04	25911/25911	---M-Z	200	added ('OK')	application/x-javascript	etag:%226537-65fc8a3b-6dd41579cc17c5f1;gz%22	https://validthemes.net/site-template/vifolio/assets/js/particles.min.js	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/assets/js/particles.min.js	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:27:05	28004/28004	---M-Z	200	added ('OK')	application/x-javascript	etag:%226d64-65fc8a3b-389f1c54cdda837e;gz%22	https://validthemes.net/site-template/vifolio/assets/js/bootsnav.js	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/assets/js/bootsnav.js	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:27:05	12568/12568	---M-Z	200	added ('OK')	application/x-javascript	etag:%223118-65fc8a3b-52be074485e5ede7;gz%22	https://validthemes.net/site-template/vifolio/assets/js/typed.js	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/assets/js/typed.js	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:27:06	44854/44854	---M-Z	200	added ('OK')	application/x-javascript	etag:%22af36-65fc8a3b-1ece51190f0bf770;gz%22	https://validthemes.net/site-template/vifolio/assets/js/YTPlayer.min.js	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/assets/js/YTPlayer.min.js	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:27:06	11443/11443	---M-Z	200	added ('OK')	application/x-javascript	etag:%222cb3-65fc8a3b-d7eae357c0a9946e;gz%22	https://validthemes.net/site-template/vifolio/assets/js/main.js	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/assets/js/main.js	(from https://validthemes.net/site-template/vifolio/index-9.html)
23:27:06	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-62c83a09-a3e8704ae7119b8a;gz%22	https://validthemes.net/site-template/vifolio/assets/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/assets/fonts/glyphicons-halflings-regular.eot	(from https://validthemes.net/site-template/vifolio/assets/css/bootstrap.min.css)
23:27:06	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-62c83a09-a3e8704ae7119b8a;gz%22	https://validthemes.net/site-template/vifolio/assets/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/assets/fonts/glyphicons-halflings-regulard41d.eot	(from https://validthemes.net/site-template/vifolio/assets/css/bootstrap.min.css)
23:27:07	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-62c83a09-a3e8704ae7119b8a;gz%22	https://validthemes.net/site-template/vifolio/assets/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/assets/fonts/glyphicons-halflings-regular.woff2	(from https://validthemes.net/site-template/vifolio/assets/css/bootstrap.min.css)
23:27:07	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-62c83a09-a3e8704ae7119b8a;gz%22	https://validthemes.net/site-template/vifolio/assets/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/assets/fonts/glyphicons-halflings-regular.woff	(from https://validthemes.net/site-template/vifolio/assets/css/bootstrap.min.css)
23:27:07	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-62c83a09-a3e8704ae7119b8a;gz%22	https://validthemes.net/site-template/vifolio/assets/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/assets/fonts/glyphicons-halflings-regular.ttf	(from https://validthemes.net/site-template/vifolio/assets/css/bootstrap.min.css)
23:27:08	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-62c83a09-a3e8704ae7119b8a;gz%22	https://validthemes.net/site-template/vifolio/assets/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/assets/fonts/glyphicons-halflings-regular.svg	(from https://validthemes.net/site-template/vifolio/assets/css/bootstrap.min.css)
23:27:08	115052/115052	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%221c16c-65fc8a3a-2e73b96f6bd3e310;gz%22	https://validthemes.net/site-template/vifolio/assets/fonts/fa-brands-400.eot	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/assets/fonts/fa-brands-400.eot	(from https://validthemes.net/site-template/vifolio/assets/css/font-awesome.min.css)
23:27:09	115052/115052	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%221c16c-65fc8a3a-2e73b96f6bd3e310;gz%22	https://validthemes.net/site-template/vifolio/assets/fonts/fa-brands-400.eot?	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/assets/fonts/fa-brands-400d41d.eot	(from https://validthemes.net/site-template/vifolio/assets/css/font-awesome.min.css)
23:27:09	63376/63376	---M--	200	added ('OK')	font/woff2	etag:%22f790-65fc8a3a-f7817a081174aa7f;;;%22	https://validthemes.net/site-template/vifolio/assets/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/assets/fonts/fa-brands-400.woff2	(from https://validthemes.net/site-template/vifolio/assets/css/font-awesome.min.css)
23:27:09	73920/73920	---M--	200	added ('OK')	application/font-woff	etag:%22120c0-65fc8a3a-e0cd178a10204647;;;%22	https://validthemes.net/site-template/vifolio/assets/fonts/fa-brands-400.woff	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/assets/fonts/fa-brands-400.woff	(from https://validthemes.net/site-template/vifolio/assets/css/font-awesome.min.css)
23:27:10	114816/114816	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%221c080-65fc8a3a-9b9fe9e6b0131ec3;gz%22	https://validthemes.net/site-template/vifolio/assets/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/assets/fonts/fa-brands-400.ttf	(from https://validthemes.net/site-template/vifolio/assets/css/font-awesome.min.css)
23:27:10	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-62c83a09-a3e8704ae7119b8a;gz%22	https://validthemes.net/site-template/vifolio/assets/fonts/fa-brands-400.svg	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/assets/fonts/fa-brands-400.svg	(from https://validthemes.net/site-template/vifolio/assets/css/font-awesome.min.css)
23:27:11	40744/40744	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%229f28-65fc8a3a-47a22d4f2abbf5c;gz%22	https://validthemes.net/site-template/vifolio/assets/fonts/fa-regular-400.eot	C:/My%20Web%20Sites/portfolio/validthemes.net/site-template/vifolio/assets/fonts/fa-regular-400.eot	(from https://validthemes.net/site-template/vifolio/assets/css/font-awesome.min.css)
